,Unnamed: 0,Rating,Review Title,Review Body,Label,Combined,Sentiment
0,0,,Must buy!,Nice,0,must buy nice,positive
1,1,,Terrific purchase,I Love this mi tv. All good no problem on this tv. 😍,0,terrif purchas love mi tv good problem tv,positive
2,2,,Mind-blowing purchase,Good 👍👍👍,0,mindblow purchas good,positive
3,3,,Value-for-money,Tv was awesome looking slim and fabulous and I value for money totally happy,0,valueformi tv awesom look slim fabul valu total happi,positive
4,4,,Must buy!,"Very good product, picture quality awesome",0,must buy good product pictur qualiti awesom,positive
5,5,,Excellent,Awesome product buy it now 😄 hd quality,0,excel awesom product buy hd qualiti,negative
6,6,,Very Good,Good,0,good good,positive
7,7,,Terrific,Value of money nice product picture quality is really good colour combination is outstanding sound quality is very good,0,terrif valu nice product pictur qualiti realli good colour combin outstand sound qualiti good,positive
8,8,,Highly recommended,Very nice picture quality and good sound quality price according very  very wonderful,0,high recommend nice pictur qualiti good sound qualiti price accord wonder,positive
9,9,,Does the job,Product is ok 👍 but installation and delivery process gives very much bad experience .,0,job product ok instal deliveri process give much bad experi,negative
10,10,,Excellent,"I'm writing this review on 28th feb 2024 :-Purchased this one for my parents. At this price range you can go for it without any issue. It's been 4 months now, product is running good. I'm very happy with delivery and installation. Bought it at INR 9749 with bank offer, which was delivered on 17th October and installed by 19th October 2023.",0,excel im write review th feb purchas parent price rang go without issu month product run good im happi deliveri instal bought inr bank offer deliv th octob instal th octob,positive
11,11,,Wonderful,Best TV....Super Value for money product....You can blindly buy this product without any regrets..❤️❤️❤️❤️,0,wonder best tvsuper valu productyou blind buy product without regret,positive
12,12,,Super!,This Is Good 😊,0,super good,positive
13,13,,Must buy!,Best picture quality,0,must buy best pictur qualiti,positive
14,14,,Must buy!,Worth of money.,0,must buy worth,negative
15,15,,Really Nice,"Without any doubt purchase MI TV, Best quality tv. Sound quality is excellent.",0,realli nice without doubt purchas mi tv best qualiti tv sound qualiti excel,positive
16,16,,Pretty good,All over good in budget and feel awesome,0,pretti good good budget feel awesom,positive
17,17,,Terrific,"I got it for 10k only, and at this price range, I can say this is one of the best options available in the market you should go for... Justify its price very well.",0,terrif got k price rang say best option avail market go justifi price well,positive
18,18,,Very Good,Valu of mony...,0,good valu moni,positive
19,19,,Good choice,Nice 👍,0,good choic nice,positive
20,20,,Wonderful,"Awesome picture and sound, totally value for money.",0,wonder awesom pictur sound total valu,positive
21,21,,Worth the money,Super video Quality,0,worth super video qualiti,positive
22,22,,Delightful,I don't know more about this TV If it's all over good for me then I am given feedback with rating Now I am done for this enough.,0,delight dont know tv good given feedback rate enough,negative
23,23,,Really Nice,My grandmother is using this one she likes she doesn't know tht much she is happy wt she having,0,realli nice grandmoth use like doesnt know tht much happi wt,positive
24,24,,Really Nice,Nice product 😊👍,0,realli nice nice product,positive
25,25,,Good quality product,Value for money,0,good qualiti product valu,positive
26,26,,Value-for-money,Nice Tv Thank You Flipkart And Mi,0,valueformi nice tv thank flipkart mi,positive
27,27,,Delightful,Good smart tv on this price range,0,delight good smart tv price rang,positive
28,28,,Wonderful,Till now the tv is running smoothly and its value for money. Installation was also good. I will let everyone know if any issues happen.,0,wonder till tv run smooth valu instal also good let everi know issu happen,positive
29,29,,Value-for-money,Nice product and save money other brands,0,valueformi nice product save brand,positive
30,30,,Really Nice,Value for money,0,realli nice valu,positive
31,31,,Value-for-money,Unbelievable product,0,valueformi unbeliev product,positive
32,32,,Nice product,Good.i am happy,0,nice product goodi happi,positive
33,33,,Good,Screen cast not properly work,0,good screen cast proper work,positive
34,34,,Simply awesome,Current Market Best TV.Overall a good product.,0,simpli awesom current market best tvoveral good product,positive
35,35,,Decent product,Good sound quality.,0,decent product good sound qualiti,positive
36,36,,Nice,Not Good picture quality,0,nice good pictur qualiti,positive
37,37,,Great product,Perfect Tv,0,great product perfect tv,positive
38,38,,Great product,Sound quality is goodPicture good,0,great product sound qualiti goodpictur good,positive
39,39,,Perfect product!,Best Google TV in Google TV segment,0,perfect product best googl tv googl tv segment,positive
40,40,,Terrific,Excellent product nice pitcher quality Especially Sound quality is awesome.,0,terrif excel product nice pitcher qualiti especi sound qualiti awesom,positive
41,41,,Wonderful,Good Product  But Delivery  Is Very bad,0,wonder good product deliveri bad,negative
42,42,,Brilliant,Everything amazing...Brevo zulu,0,brilliant everyth amazingbrevo zulu,positive
43,43,,Mind-blowing purchase,NICE ❤️,0,mindblow purchas nice,positive
44,44,,Mind-blowing purchase,Very good very good very nice,0,mindblow purchas good good nice,positive
45,45,,Super!,Thanks Flipkart 👍,0,super thank flipkart,positive
46,46,,Excellent,Nice sounds,0,excel nice sound,positive
47,47,,Brilliant,picture quality good 👍👍👍👍,0,brilliant pictur qualiti good,positive
48,48,,Simply awesome,Value product,0,simpli awesom valu product,negative
49,49,,Brilliant,Good product,0,brilliant good product,positive
50,50,,Excellent,The LED is very good and the company is also great mi,0,excel led good compani also great mi,positive
51,51,,Fabulous!,Good product but install person very bad,0,fabul good product instal person bad,negative
52,52,,Must buy!,India's best TV 😍🔝💯💯,0,must buy india best tv,positive
53,53,,Terrific,The home log is very happy with this TV.. 🤗🤗🤗,0,terrif home log happi tv,negative
54,54,,Wonderful,TV good but picture quality 3 stars only but all very good,0,wonder tv good pictur qualiti star good,positive
55,55,,Terrific purchase,Overall good product but Lil overpriced,0,terrif purchas overal good product lil overpr,positive
56,56,,Brilliant,"I previously had Blaupunkt 32 TV bought in January 2019, which had outdated operating system(Android 5), outdated apps and display issues (Replaced display once and again facing display issue). This TV is far better compared to previous TV and has nice features. Google TV with Android 11, RAM 1.5 GB, Internal storage: 8GB (would have been better with 16 GB). Updated apps and Overall nice experience compared to my previous TV.",0,brilliant previous blaupunkt tv bought januari outdat oper systemandroid outdat app display issu replac display face display issu tv far better compar previous tv nice featur googl tv android ram gb intern storag gb would better gb updat app overal nice experi compar previous tv,positive
57,57,,Best in the market!,Nice,0,best market nice,positive
58,58,,Just wow!,Price and quality are also good. It is value for money but I upset in the installation process. They are install 3 day after the delivery. Plz make it faster,0,wow price qualiti also good valu upset instal process instal day deliveri plz make faster,negative
59,59,,Mind-blowing purchase,Good please buy this product.. best,0,mindblow purchas good pleas buy product best,positive
60,60,,Fabulous!,Good product,0,fabul good product,positive
61,61,,Highly recommended,"Excellent product, I love it.",0,high recommend excel product love,positive
62,62,,Best in the market!,Very good item.,0,best market good item,positive
63,63,,Terrific,Very Nice Tv in the 10 k price Range. Sound Quality us very good Like a Home theatre.,0,terrif nice tv k price rang sound qualiti us good like home theatr,positive
64,64,,Worth every penny,Good Quality,0,worth everi penni good qualiti,positive
65,65,,Terrific purchase,Very good product absolute value for moneyVery good picture quality.... easy connectivity with Wi-Fi or Bluetooth....or any devicesThank you Flipkart ❤️,0,terrif purchas good product absolut valu myveri good pictur qualiti easi connect wifi bluetoothor devicesthank flipkart,positive
66,66,,Perfect product!,"I have been using this product for more than 15 days. Here are few things i really liked about this TV:-1. Picture quality is superb, crisp Clear image.2. Downfiring speakers are loud too 3.connectivity is smooth and fast4. Usb devices work flawless",0,perfect product use product day thing realli like tv pictur qualiti superb crisp clear imag downfir speaker loud connect smooth fast usb devic work flawless,positive
67,67,,Perfect product!,Product is good but delivery is slow,0,perfect product product good deliveri slow,positive
68,68,,Terrific,Perfect in this price,0,terrif perfect price,positive
69,69,,Must buy!,Good let seee how much its last,0,must buy good let seee much last,positive
70,70,,Terrific purchase,Very nice product. Most VFM product. Photos and videos can't justify the quality. The product is overall very good. You can definitely go for it. And delivery and installation also very fast,0,terrif purchas nice product vfm product photo video cant justifi qualiti product overal good definit go deliveri instal also fast,positive
71,71,,Mind-blowing purchase,Best SMART TV in this range Go for it blindly,0,mindblow purchas best smart tv rang go blind,positive
72,72,,Simply awesome,Nice 👍,0,simpli awesom nice,positive
73,73,,Wonderful,It' s a good sound quality .it' s a most beautiful product .connecting easily,0,wonder good sound qualiti beauti product connect easili,positive
74,74,,Awesome,Ok,0,awesom ok,negative
75,75,,Worth every penny,Using this TV for 2 DaysOne day Delivery.Same day installationNice sound of TVGood Picture clarityConnectivity is excellentOverall experience is Excellent till now,0,worth everi penni use tv dayson day deliverysam day installationnic sound tvgood pictur clarityconnect excellentoveral experi excel till,positive
76,76,,Terrific,Super quality,0,terrif super qualiti,negative
77,77,,Terrific,Very nice product awesome,0,terrif nice product awesom,positive
78,78,,Perfect product!,Amazing tv clarity and sound quality.,0,perfect product amaz tv clariti sound qualiti,positive
79,79,,Super!,Good jobs,0,super good job,positive
80,80,,Super!,Very nice product 👍 love you so much MI 😍and delivery person so humble and the installation person is too good 👍,0,super nice product love much mi deliveri person humbl instal person good,positive
81,81,,Great product,Good Product.,0,great product good product,positive
82,82,,Classy product,Good Quality. Installation on timely 👌.,0,classi product good qualiti instal time,positive
83,83,,Wonderful,Good product,0,wonder good product,positive
84,84,,Terrific purchase,Nice products,0,terrif purchas nice product,positive
85,85,,Simply awesome,Super,0,simpli awesom super,positive
86,86,,Nice product,Product is good ... But worst costomer service 😢,0,nice product product good worst costom servic,negative
87,87,,Nice,My review after three month tv is good but some time auto restart,0,nice review three month tv good time auto restart,positive
88,88,,Does the job,Good 👍,0,job good,positive
89,89,,Good,Very good.mi,0,good goodmi,positive
